tweet_id,text,author_id,created_at,place_id,like_count,quote_count,reply_count,retweet_count,conversation_id,in_reply_to_user_id
1095483726094491648,"I enjoyed some of the Lunar New Year festivities at DCA. Loved Mulan's processional.

新年快乐 (Happy New Year!) May the Lord bless us with the wisdom to know what to ask for, prosperity in… https://t.co/pCsKU9FAZM",33301969,2019-02-13T00:44:08.000Z,0c2e6999105f8070,0,0,0,0,1095483726094491648,N/A
1095477974692818945,Epcot #disneyworld #orlando #florida #eeuu #usa #todoelveranovendiendohorchataparaesto #holidays #vacaciones #disney #parquetematico #turista #turismo #tourist #viajar #viajero… https://t.co/gTMOYYOVq1,104561198,2019-02-13T00:21:16.000Z,4ec01c9dbc693497,2,0,0,1,1095477974692818945,N/A
1095476895074996226,"Chinese New Year Fun! Lanterns,  chopsticks, rice, Chinese meditation music and fortune cookies all tied in with tons of research! Such an exciting day! @BrodnickiSchool #d109pride #adventuresofabulldog https://t.co/k5K37maueu",4835641913,2019-02-13T00:16:59.000Z,e1f02e2e606b0eea,7,0,0,1,1095476895074996226,N/A
1095475745663664130,Our Lunar New Year Celebration was an amazing event tonight! 🧧 🐖 🐉 🥠 #LunarNewYear #YearOfThePig #powerfulandproductivedayatis228 #BoodyStudentsAreRockStarStudents https://t.co/lRmNPyQRaX,919678233490132992,2019-02-13T00:12:25.000Z,07d9dba405c81002,4,0,1,1,1095475745663664130,N/A
1095502059866972161,"Lunar New Year celebrations continue at Disney California Adventure through Feb. 17, 2019! 🐷

#ThemeParkConnect #LunarNewYear #YearOfThePig #DisneylandResort #Disneyland #DisneyCaliforniaAdventure #DisneyParks #DisneyParade #OrangeCounty #Anaheim @DisneylandToday @DisneyParks https://t.co/Y0iu35ADan",3224799145,2019-02-13T01:56:59.000Z,3b77caf94bfc81fe,2,0,0,1,1095502059866972161,N/A
1095499307837521926,Join us for the Lunar New Year Festival and enjoy Asian food as we celebrate the Year of the Pig 🐷 🎊 #happylunarnewyear https://t.co/e5U2nEnIQz,82115899,2019-02-13T01:46:03.000Z,07d9f76eef483002,6,0,0,0,1095499307837521926,N/A
1095498434797322245,"So the lunar new year event ends tomorrow, what do you guys think we will get for Valentine’s Day?",349240601,2019-02-13T01:42:34.000Z,7f7d58e5229c6b6c,74,0,37,3,1095498434797322245,N/A
1095498005602549760,"Thanks to the presenters, student performers and community members for helping us celebrate the Lunar New Year! The well- presented information was delightful and our students and staff learned a great deal about the Chinese culture and the celebration of the Lunar New Year. https://t.co/yxaXK03GQG",1615954297,2019-02-13T01:40:52.000Z,1c98b097b6fcb4d6,13,0,0,0,1095498005602549760,N/A
1095496724620238849,@PSLToFlushing Soooo ready for baseball!! Happy New Year! @Mets @QU,39775835,2019-02-13T01:35:47.000Z,e86b380cfefcced5,0,0,0,0,1095494860126281728,171495976
1095494359385079810,"A3: we need not only to incorporate Black History Month, but also Hispanic heritage, Chinese New Year, etc. We need to share other cultures in order to be 100% accepting and responsive #FlocabChat",868192212,2019-02-13T01:26:23.000Z,cd731af0a87e763e,11,1,1,0,1095494359385079810,N/A
1095491942627069954,@codesparkapp @BookSmith123 So lunar new year is not a game?,1035338941505982465,2019-02-13T01:16:47.000Z,b45ae2b5def8048f,0,0,1,0,1092868668927733766,4281873674
1095488949336846336,"Fortune &amp; Flames🔥🔥

The @adidas x @MrEddieHuang Chinese New Year Ultraboosts arrived at my doorstep.

Hands down the best UB CNY to date. https://t.co/Um2ZZLGFrI",55029783,2019-02-13T01:04:53.000Z,c3f37afa9efcf94b,19,0,2,0,1095488949336846336,N/A
